TOWNID,oldpeopletotal
"('10705', '10013080')",0
"('10705', '10013090')",0
"('10705', '10013100')",0
"('10705', '10013110')",0
"('10705', '10013120')",0
"('10705', '10013130')",0
"('10705', '10013140')",0
"('10705', '10013150')",0
"('10705', '10013160')",0
"('10705', '10013170')",0
"('10705', '10013180')",0
"('10705', '10013190')",0
"('10705', '10013200')",0
"('10705', '10013210')",0
"('10705', '10013220')",0
"('10705', '10013230')",0
"('10705', '10013240')",0
"('10705', '10013250')",0
"('10705', '10013260')",0
"('10705', '10013270')",0
"('10705', '10013280')",0
"('10705', '10013290')",0
"('10705', '10013300')",0
"('10705', '10013310')",0
"('10705', '10013320')",0
"('10705', '10013330')",0
"('10705', '10014010')",0
"('10705', '10014020')",0
"('10705', '10014030')",0
"('10705', '10014040')",0
"('10705', '10014100')",0
"('10705', '10014090')",0
"('10705', '10014070')",0
"('10705', '10014080')",0
"('10705', '10014050')",0
"('10705', '10014060')",0
"('10705', '10014110')",0
"('10705', '10014130')",0
"('10705', '10014120')",0
"('10705', '10014150')",0
"('10705', '10014140')",0
"('10705', '10014160')",0
"('10705', '10015010')",0
"('10705', '10015020')",0
"('10705', '10015030')",0
"('10705', '10015040')",0
"('10705', '10015050')",0
"('10705', '10015060')",0
"('10705', '10015070')",0
"('10705', '10015080')",0
"('10705', '10015090')",0
"('10705', '10015100')",0
"('10705', '10015110')",0
"('10705', '10015120')",0
"('10705', '10015130')",0
"('10705', '10016010')",0
"('10705', '10016020')",0
"('10705', '10016030')",0
"('10705', '10016040')",0
"('10705', '10016050')",0
"('10705', '10016060')",0
"('10705', '10017010')",0
"('10705', '10017020')",0
"('10705', '10017030')",0
"('10705', '10017040')",0
"('10705', '10017050')",0
"('10705', '10017060')",0
"('10705', '10017070')",0
"('10705', '10018010')",0
"('10705', '10018020')",0
"('10705', '10018030')",0
"('10705', '10020010')",0
"('10705', '10020020')",0
"('10705', '09020010')",0
"('10705', '09020030')",0
"('10705', '09020020')",0
"('10705', '09020040')",0
"('10705', '09020050')",0
"('10705', '09020060')",0
"('10705', '09007010')",0
"('10705', '09007020')",0
"('10705', '09007030')",0
"('10705', '09007040')",0
"('10706', '65000010')",0
"('10706', '65000020')",0
"('10706', '65000030')",0
"('10706', '65000040')",0
"('10706', '65000050')",0
"('10706', '65000060')",0
"('10706', '65000070')",0
"('10706', '65000080')",0
"('10706', '65000090')",0
"('10706', '65000100')",0
"('10706', '65000110')",0
"('10706', '65000120')",0
"('10706', '65000130')",0
"('10706', '65000140')",0
"('10706', '65000150')",0
"('10706', '65000160')",0
"('10706', '65000170')",0
"('10706', '65000180')",0
"('10706', '65000190')",0
"('10706', '65000200')",0
"('10706', '65000210')",0
"('10706', '65000220')",0
"('10706', '65000230')",0
"('10706', '65000240')",0
"('10706', '65000250')",0
"('10706', '65000260')",0
"('10706', '65000270')",0
"('10706', '65000280')",0
"('10706', '65000290')",0
"('10706', '63000010')",0
"('10706', '63000020')",0
"('10706', '63000030')",0
"('10706', '63000040')",0
"('10706', '63000050')",0
"('10706', '63000060')",0
"('10706', '63000070')",0
"('10706', '63000080')",0
"('10706', '63000090')",0
"('10706', '63000100')",0
"('10706', '63000110')",0
"('10706', '63000120')",0
"('10706', '68000010')",0
"('10706', '68000020')",0
"('10706', '68000030')",0
"('10706', '68000040')",0
"('10706', '68000050')",0
"('10706', '68000060')",0
"('10706', '68000070')",0
"('10706', '68000080')",0
"('10706', '68000090')",0
"('10706', '68000100')",0
"('10706', '68000110')",0
"('10706', '68000120')",0
"('10706', '68000130')",0
"('10706', '66000010')",0
"('10706', '66000020')",0
"('10706', '66000030')",0
"('10706', '66000040')",0
"('10706', '66000050')",0
"('10706', '66000060')",0
"('10706', '66000070')",0
"('10706', '66000080')",0
"('10706', '66000090')",0
"('10706', '66000100')",0
"('10706', '66000110')",0
"('10706', '66000120')",0
"('10706', '66000130')",0
"('10706', '66000140')",0
"('10706', '66000150')",0
"('10706', '66000160')",0
"('10706', '66000170')",0
"('10706', '66000180')",0
"('10706', '66000190')",0
"('10706', '66000200')",0
"('10706', '66000210')",0
"('10706', '66000220')",0
"('10706', '66000230')",0
"('10706', '66000240')",0
"('10706', '66000250')",0
"('10706', '66000260')",0
"('10706', '66000270')",0
"('10706', '66000280')",0
"('10706', '66000290')",0
"('10706', '67000010')",0
"('10706', '67000020')",0
"('10706', '67000030')",0
"('10706', '67000040')",0
"('10706', '67000050')",0
"('10706', '67000060')",0
"('10706', '67000070')",0
"('10706', '67000080')",0
"('10706', '67000090')",0
"('10706', '67000100')",0
"('10706', '67000110')",0
"('10706', '67000120')",0
"('10706', '67000130')",0
"('10706', '67000140')",0
"('10706', '67000150')",0
"('10706', '67000160')",0
"('10706', '67000170')",0
"('10706', '67000180')",0
"('10706', '67000190')",0
"('10706', '67000200')",0
"('10706', '67000210')",0
"('10706', '67000220')",0
"('10706', '67000230')",0
"('10706', '67000240')",0
"('10706', '67000250')",0
"('10706', '67000260')",0
"('10706', '67000270')",0
"('10706', '67000280')",0
"('10706', '67000290')",0
"('10706', '67000300')",0
"('10706', '67000310')",0
"('10706', '67000320')",0
"('10706', '67000330')",0
"('10706', '67000340')",0
"('10706', '67000350')",0
"('10706', '67000360')",0
"('10706', '67000370')",0
"('10706', '64000010')",0
"('10706', '64000020')",0
"('10706', '64000030')",0
"('10706', '64000040')",0
"('10706', '64000051')",0
"('10706', '64000052')",0
"('10706', '64000060')",0
"('10706', '64000070')",0
"('10706', '64000080')",0
"('10706', '64000090')",0
"('10706', '64000100')",0
"('10706', '64000110')",0
"('10706', '64000121')",0
"('10706', '64000122')",0
"('10706', '64000130')",0
"('10706', '64000140')",0
"('10706', '64000150')",0
"('10706', '64000160')",0
"('10706', '64000170')",0
"('10706', '64000180')",0
"('10706', '64000190')",0
"('10706', '64000200')",0
"('10706', '64000210')",0
"('10706', '64000220')",0
"('10706', '64000230')",0
"('10706', '64000240')",0
"('10706', '64000250')",0
"('10706', '64000260')",0
"('10706', '64000270')",0
"('10706', '64000280')",0
"('10706', '64000290')",0
"('10706', '64000300')",0
"('10706', '64000310')",0
"('10706', '64000320')",0
"('10706', '64000330')",0
"('10706', '64000340')",0
"('10706', '64000350')",0
"('10706', '64000360')",0
"('10706', '64000370')",0
"('10706', '64000380')",0
"('10706', '10002010')",0
"('10706', '10002020')",0
"('10706', '10002030')",0
"('10706', '10002040')",0
"('10706', '10002050')",0
"('10706', '10002060')",0
"('10706', '10002070')",0
"('10706', '10002080')",0
"('10706', '10002090')",0
"('10706', '10002100')",0
"('10706', '10002110')",0
"('10706', '10002120')",0
"('10706', '10004010')",0
"('10706', '10004040')",0
"('10706', '10004030')",0
"('10706', '10004020')",0
"('10706', '10004050')",0
"('10706', '10004080')",0
"('10706', '10004060')",0
"('10706', '10004070')",0
"('10706', '10004100')",0
"('10706', '10004090')",0
"('10706', '10004110')",0
"('10706', '10004120')",0
"('10706', '10004130')",0
"('10706', '10005010')",0
"('10706', '10005050')",0
"('10706', '10005020')",0
"('10706', '10005030')",0
"('10706', '10005040')",0
"('10706', '10005060')",0
"('10706', '10005070')",0
"('10706', '10005080')",0
"('10706', '10005090')",0
"('10706', '10005100')",0
"('10706', '10005110')",0
"('10706', '10005120')",0
"('10706', '10005130')",0
"('10706', '10005140')",0
"('10706', '10005150')",0
"('10706', '10005160')",0
"('10706', '10005170')",0
"('10706', '10005180')",0
"('10706', '10007010')",0
"('10706', '10007100')",0
"('10706', '10007020')",0
"('10706', '10007030')",0
"('10706', '10007190')",0
"('10706', '10007110')",0
"('10706', '10007120')",0
"('10706', '10007200')",0
"('10706', '10007040')",0
"('10706', '10007050')",0
"('10706', '10007060')",0
"('10706', '10007070')",0
"('10706', '10007080')",0
"('10706', '10007090')",0
"('10706', '10007130')",0
"('10706', '10007140')",0
"('10706', '10007150')",0
"('10706', '10007160')",0
"('10706', '10007170')",0
"('10706', '10007180')",0
"('10706', '10007210')",0
"('10706', '10007220')",0
"('10706', '10007230')",0
"('10706', '10007240')",0
"('10706', '10007250')",0
"('10706', '10007260')",0
"('10706', '10008010')",0
"('10706', '10008020')",0
"('10706', '10008030')",0
"('10706', '10008040')",0
"('10706', '10008050')",0
"('10706', '10008060')",0
"('10706', '10008070')",0
"('10706', '10008080')",0
"('10706', '10008090')",0
"('10706', '10008100')",0
"('10706', '10008110')",0
"('10706', '10008120')",0
"('10706', '10008130')",0
"('10706', '10009010')",0
"('10706', '10009020')",0
"('10706', '10009030')",0
"('10706', '10009040')",0
"('10706', '10009050')",0
"('10706', '10009060')",0
"('10706', '10009070')",0
"('10706', '10009080')",0
"('10706', '10009090')",0
"('10706', '10009100')",0
"('10706', '10009110')",0
"('10706', '10009120')",0
"('10706', '10009130')",0
"('10706', '10009140')",0
"('10706', '10009150')",0
"('10706', '10009160')",0
"('10706', '10009170')",0
"('10706', '10009180')",0
"('10706', '10009190')",0
"('10706', '10009200')",0
"('10706', '10010010')",0
"('10706', '10010020')",0
"('10706', '10010030')",0
"('10706', '10010040')",0
"('10706', '10010050')",0
"('10706', '10010060')",0
"('10706', '10010070')",0
"('10706', '10010080')",0
"('10706', '10010090')",0
"('10706', '10010100')",0
"('10706', '10010110')",0
"('10706', '10010120')",0
"('10706', '10010130')",0
"('10706', '10010140')",0
"('10706', '10010150')",0
"('10706', '10010160')",0
"('10706', '10010170')",0
"('10706', '10010180')",0
"('10706', '10013010')",0
"('10706', '10013020')",0
"('10706', '10013030')",0
"('10706', '10013040')",0
"('10706', '10013050')",0
"('10706', '10013060')",0
"('10706', '10013070')",0
"('10706', '10013080')",0
"('10706', '10013090')",0
"('10706', '10013100')",0
"('10706', '10013110')",0
"('10706', '10013120')",0
"('10706', '10013130')",0
"('10706', '10013140')",0
"('10706', '10013150')",0
"('10706', '10013160')",0
"('10706', '10013170')",0
"('10706', '10013180')",0
"('10706', '10013190')",0
"('10706', '10013200')",0
"('10706', '10013210')",0
"('10706', '10013220')",0
"('10706', '10013230')",0
"('10706', '10013240')",0
"('10706', '10013250')",0
"('10706', '10013260')",0
"('10706', '10013270')",0
"('10706', '10013280')",0
"('10706', '10013290')",0
"('10706', '10013300')",0
"('10706', '10013310')",0
"('10706', '10013320')",0
"('10706', '10013330')",0
"('10706', '10014010')",0
"('10706', '10014020')",0
"('10706', '10014030')",0
"('10706', '10014040')",0
"('10706', '10014100')",0
"('10706', '10014090')",0
"('10706', '10014070')",0
"('10706', '10014080')",0
"('10706', '10014050')",0
"('10706', '10014060')",0
"('10706', '10014110')",0
"('10706', '10014130')",0
"('10706', '10014120')",0
"('10706', '10014150')",0
"('10706', '10014140')",0
"('10706', '10014160')",0
"('10706', '10015010')",0
"('10706', '10015020')",0
"('10706', '10015030')",0
"('10706', '10015040')",0
"('10706', '10015050')",0
"('10706', '10015060')",0
"('10706', '10015070')",0
"('10706', '10015080')",0
"('10706', '10015090')",0
"('10706', '10015100')",0
"('10706', '10015110')",0
"('10706', '10015120')",0
"('10706', '10015130')",0
"('10706', '10016010')",0
"('10706', '10016020')",0
"('10706', '10016030')",0
"('10706', '10016040')",0
"('10706', '10016050')",0
"('10706', '10016060')",0
"('10706', '10017010')",0
"('10706', '10017020')",0
"('10706', '10017030')",0
"('10706', '10017040')",0
"('10706', '10017050')",0
"('10706', '10017060')",0
"('10706', '10017070')",0
"('10706', '10018010')",0
"('10706', '10018020')",0
"('10706', '10018030')",0
"('10706', '10020010')",0
"('10706', '10020020')",0
"('10706', '09020010')",0
"('10706', '09020030')",0
"('10706', '09020020')",0
"('10706', '09020040')",0
"('10706', '09020050')",0
"('10706', '09020060')",0
"('10706', '09007010')",0
"('10706', '09007020')",0
"('10706', '09007030')",0
"('10706', '09007040')",0
"('10707', '65000010')",0
"('10707', '65000020')",0
"('10707', '65000030')",0
"('10707', '65000040')",0
"('10707', '65000050')",0
"('10707', '65000060')",0
"('10707', '65000070')",0
"('10707', '65000080')",0
"('10707', '65000090')",0
"('10707', '65000100')",0
"('10707', '65000110')",0
"('10707', '65000120')",0
"('10707', '65000130')",0
"('10707', '65000140')",0
"('10707', '65000150')",0
"('10707', '65000160')",0
"('10707', '65000170')",0
"('10707', '65000180')",0
"('10707', '65000190')",0
"('10707', '65000200')",0
"('10707', '65000210')",0
"('10707', '65000220')",0
"('10707', '65000230')",0
"('10707', '65000240')",0
"('10707', '65000250')",0
"('10707', '65000260')",0
"('10707', '65000270')",0
"('10707', '65000280')",0
"('10707', '65000290')",0
"('10707', '63000010')",0
"('10707', '63000020')",0
"('10707', '63000030')",0
"('10707', '63000040')",0
"('10707', '63000050')",0
"('10707', '63000060')",0
"('10707', '63000070')",0
"('10707', '63000080')",0
"('10707', '63000090')",0
"('10707', '63000100')",0
"('10707', '63000110')",0
"('10707', '63000120')",0
"('10707', '68000010')",0
"('10707', '68000020')",0
"('10707', '68000030')",0
"('10707', '68000040')",0
"('10707', '68000050')",0
"('10707', '68000060')",0
"('10707', '68000070')",0
"('10707', '68000080')",0
"('10707', '68000090')",0
"('10707', '68000100')",0
"('10707', '68000110')",0
"('10707', '68000120')",0
"('10707', '68000130')",0
"('10707', '66000010')",0
"('10707', '66000020')",0
"('10707', '66000030')",0
"('10707', '66000040')",0
"('10707', '66000050')",0
"('10707', '66000060')",0
"('10707', '66000070')",0
"('10707', '66000080')",0
"('10707', '66000090')",0
"('10707', '66000100')",0
"('10707', '66000110')",0
"('10707', '66000120')",0
"('10707', '66000130')",0
"('10707', '66000140')",0
"('10707', '66000150')",0
"('10707', '66000160')",0
"('10707', '66000170')",0
"('10707', '66000180')",0
"('10707', '66000190')",0
"('10707', '66000200')",0
"('10707', '66000210')",0
"('10707', '66000220')",0
"('10707', '66000230')",0
"('10707', '66000240')",0
"('10707', '66000250')",0
"('10707', '66000260')",0
"('10707', '66000270')",0
"('10707', '66000280')",0
"('10707', '66000290')",0
"('10707', '67000010')",0
"('10707', '67000020')",0
"('10707', '67000030')",0
"('10707', '67000040')",0
"('10707', '67000050')",0
"('10707', '67000060')",0
"('10707', '67000070')",0
"('10707', '67000080')",0
"('10707', '67000090')",0
"('10707', '67000100')",0
"('10707', '67000110')",0
"('10707', '67000120')",0
"('10707', '67000130')",0
"('10707', '67000140')",0
"('10707', '67000150')",0
"('10707', '67000160')",0
"('10707', '67000170')",0
"('10707', '67000180')",0
"('10707', '67000190')",0
"('10707', '67000200')",0
"('10707', '67000210')",0
"('10707', '67000220')",0
"('10707', '67000230')",0
"('10707', '67000240')",0
"('10707', '67000250')",0
"('10707', '67000260')",0
"('10707', '67000270')",0
"('10707', '67000280')",0
"('10707', '67000290')",0
"('10707', '67000300')",0
"('10707', '67000310')",0
"('10707', '67000320')",0
"('10707', '67000330')",0
"('10707', '67000340')",0
"('10707', '67000350')",0
"('10707', '67000360')",0
"('10707', '67000370')",0
"('10707', '64000010')",0
"('10707', '64000020')",0
"('10707', '64000030')",0
"('10707', '64000040')",0
"('10707', '64000051')",0
"('10707', '64000052')",0
"('10707', '64000060')",0
"('10707', '64000070')",0
"('10707', '64000080')",0
"('10707', '64000090')",0
"('10707', '64000100')",0
"('10707', '64000110')",0
"('10707', '64000121')",0
"('10707', '64000122')",0
"('10707', '64000130')",0
"('10707', '64000140')",0
"('10707', '64000150')",0
"('10707', '64000160')",0
"('10707', '64000170')",0
"('10707', '64000180')",0
"('10707', '64000190')",0
"('10707', '64000200')",0
"('10707', '64000210')",0
"('10707', '64000220')",0
"('10707', '64000230')",0
"('10707', '64000240')",0
"('10707', '64000250')",0
"('10707', '64000260')",0
"('10707', '64000270')",0
"('10707', '64000280')",0
"('10707', '64000290')",0
"('10707', '64000300')",0
"('10707', '64000310')",0
"('10707', '64000320')",0
"('10707', '64000330')",0
"('10707', '64000340')",0
"('10707', '64000350')",0
"('10707', '64000360')",0
"('10707', '64000370')",0
"('10707', '64000380')",0
"('10707', '10002010')",0
"('10707', '10002020')",0
"('10707', '10002030')",0
"('10707', '10002040')",0
"('10707', '10002050')",0
"('10707', '10002060')",0
"('10707', '10002070')",0
"('10707', '10002080')",0
"('10707', '10002090')",0
"('10707', '10002100')",0
"('10707', '10002110')",0
"('10707', '10002120')",0
"('10707', '10004010')",0
"('10707', '10004040')",0
"('10707', '10004030')",0
"('10707', '10004020')",0
"('10707', '10004050')",0
"('10707', '10004080')",0
"('10707', '10004060')",0
"('10707', '10004070')",0
"('10707', '10004100')",0
"('10707', '10004090')",0
"('10707', '10004110')",0
"('10707', '10004120')",0
"('10707', '10004130')",0
"('10707', '10005010')",0
"('10707', '10005050')",0
"('10707', '10005020')",0
"('10707', '10005030')",0
"('10707', '10005040')",0
"('10707', '10005060')",0
"('10707', '10005070')",0
"('10707', '10005080')",0
"('10707', '10005090')",0
"('10707', '10005100')",0
"('10707', '10005110')",0
"('10707', '10005120')",0
"('10707', '10005130')",0
"('10707', '10005140')",0
"('10707', '10005150')",0
"('10707', '10005160')",0
"('10707', '10005170')",0
"('10707', '10005180')",0
"('10707', '10007010')",0
"('10707', '10007100')",0
"('10707', '10007020')",0
"('10707', '10007030')",0
"('10707', '10007190')",0
"('10707', '10007110')",0
"('10707', '10007120')",0
"('10707', '10007200')",0
"('10707', '10007040')",0
"('10707', '10007050')",0
"('10707', '10007060')",0
"('10707', '10007070')",0
"('10707', '10007080')",0
"('10707', '10007090')",0
"('10707', '10007130')",0
"('10707', '10007140')",0
"('10707', '10007150')",0
"('10707', '10007160')",0
"('10707', '10007170')",0
"('10707', '10007180')",0
"('10707', '10007210')",0
"('10707', '10007220')",0
"('10707', '10007230')",0
"('10707', '10007240')",0
"('10707', '10007250')",0
"('10707', '10007260')",0
"('10707', '10008010')",0
"('10707', '10008020')",0
"('10707', '10008030')",0
"('10707', '10008040')",0
"('10707', '10008050')",0
"('10707', '10008060')",0
"('10707', '10008070')",0
"('10707', '10008080')",0
"('10707', '10008090')",0
"('10707', '10008100')",0
"('10707', '10008110')",0
"('10707', '10008120')",0
"('10707', '10008130')",0
"('10707', '10009010')",0
"('10707', '10009020')",0
"('10707', '10009030')",0
"('10707', '10009040')",0
"('10707', '10009050')",0
"('10707', '10009060')",0
"('10707', '10009070')",0
"('10707', '10009080')",0
"('10707', '10009090')",0
"('10707', '10009100')",0
"('10707', '10009110')",0
"('10707', '10009120')",0
"('10707', '10009130')",0
"('10707', '10009140')",0
"('10707', '10009150')",0
"('10707', '10009160')",0
"('10707', '10009170')",0
"('10707', '10009180')",0
"('10707', '10009190')",0
"('10707', '10009200')",0
"('10707', '10010010')",0
"('10707', '10010020')",0
"('10707', '10010030')",0
"('10707', '10010040')",0
"('10707', '10010050')",0
"('10707', '10010060')",0
"('10707', '10010070')",0
"('10707', '10010080')",0
"('10707', '10010090')",0
"('10707', '10010100')",0
"('10707', '10010110')",0
"('10707', '10010120')",0
"('10707', '10010130')",0
"('10707', '10010140')",0
"('10707', '10010150')",0
"('10707', '10010160')",0
"('10707', '10010170')",0
"('10707', '10010180')",0
"('10707', '10013010')",0
"('10707', '10013020')",0
"('10707', '10013030')",0
"('10707', '10013040')",0
"('10707', '10013050')",0
"('10707', '10013060')",0
"('10707', '10013070')",0
"('10707', '10013080')",0
"('10707', '10013090')",0
"('10707', '10013100')",0
"('10707', '10013110')",0
"('10707', '10013120')",0
"('10707', '10013130')",0
"('10707', '10013140')",0
"('10707', '10013150')",0
"('10707', '10013160')",0
"('10707', '10013170')",0
"('10707', '10013180')",0
"('10707', '10013190')",0
"('10707', '10013200')",0
"('10707', '10013210')",0
"('10707', '10013220')",0
"('10707', '10013230')",0
"('10707', '10013240')",0
"('10707', '10013250')",0
"('10707', '10013260')",0
"('10707', '10013270')",0
"('10707', '10013280')",0
"('10707', '10013290')",0
"('10707', '10013300')",0
"('10707', '10013310')",0
"('10707', '10013320')",0
"('10707', '10013330')",0
"('10707', '10014010')",0
"('10707', '10014020')",0
"('10707', '10014030')",0
"('10707', '10014040')",0
"('10707', '10014100')",0
"('10707', '10014090')",0
"('10707', '10014070')",0
"('10707', '10014080')",0
"('10707', '10014050')",0
"('10707', '10014060')",0
"('10707', '10014110')",0
"('10707', '10014130')",0
"('10707', '10014120')",0
"('10707', '10014150')",0
"('10707', '10014140')",0
"('10707', '10014160')",0
"('10707', '10015010')",0
"('10707', '10015020')",0
"('10707', '10015030')",0
"('10707', '10015040')",0
"('10707', '10015050')",0
"('10707', '10015060')",0
"('10707', '10015070')",0
"('10707', '10015080')",0
"('10707', '10015090')",0
"('10707', '10015100')",0
"('10707', '10015110')",0
"('10707', '10015120')",0
"('10707', '10015130')",0
"('10707', '10016010')",0
"('10707', '10016020')",0
"('10707', '10016030')",0
"('10707', '10016040')",0
"('10707', '10016050')",0
"('10707', '10016060')",0
"('10707', '10017010')",0
"('10707', '10017020')",0
"('10707', '10017030')",0
"('10707', '10017040')",0
"('10707', '10017050')",0
"('10707', '10017060')",0
"('10707', '10017070')",0
"('10707', '10018010')",0
"('10707', '10018020')",0
"('10707', '10018030')",0
"('10707', '10020010')",0
"('10707', '10020020')",0
"('10707', '09020010')",0
"('10707', '09020030')",0
"('10707', '09020020')",0
"('10707', '09020040')",0
"('10707', '09020050')",0
"('10707', '09020060')",0
"('10707', '09007010')",0
"('10707', '09007020')",0
"('10707', '09007030')",0
"('10707', '09007040')",0
"('10708', '65000010')",0
"('10708', '65000020')",0
"('10708', '65000030')",0
"('10708', '65000040')",0
"('10708', '65000050')",0
"('10708', '65000060')",0
"('10708', '65000070')",0
"('10708', '65000080')",0
"('10708', '65000090')",0
"('10708', '65000100')",0
"('10708', '65000110')",0
"('10708', '65000120')",0
"('10708', '65000130')",0
"('10708', '65000140')",0
"('10708', '65000150')",0
"('10708', '65000160')",0
"('10708', '65000170')",0
"('10708', '65000180')",0
"('10708', '65000190')",0
"('10708', '65000200')",0
"('10708', '65000210')",0
"('10708', '65000220')",0
"('10708', '65000230')",0
"('10708', '65000240')",0
"('10708', '65000250')",0
"('10708', '65000260')",0
"('10708', '65000270')",0
"('10708', '65000280')",0
"('10708', '65000290')",0
"('10708', '63000010')",0
"('10708', '63000020')",0
"('10708', '63000030')",0
"('10708', '63000040')",0
"('10708', '63000050')",0
"('10708', '63000060')",0
"('10708', '63000070')",0
"('10708', '63000080')",0
"('10708', '63000090')",0
"('10708', '63000100')",0
"('10708', '63000110')",0
"('10708', '63000120')",0
"('10708', '68000010')",0
"('10708', '68000020')",0
"('10708', '68000030')",0
"('10708', '68000040')",0
"('10708', '68000050')",0
"('10708', '68000060')",0
"('10708', '68000070')",0
"('10708', '68000080')",0
"('10708', '68000090')",0
"('10708', '68000100')",0
"('10708', '68000110')",0
"('10708', '68000120')",0
"('10708', '68000130')",0
"('10708', '66000010')",0
"('10708', '66000020')",0
"('10708', '66000030')",0
"('10708', '66000040')",0
"('10708', '66000050')",0
"('10708', '66000060')",0
"('10708', '66000070')",0
"('10708', '66000080')",0
"('10708', '66000090')",0
"('10708', '66000100')",0
"('10708', '66000110')",0
"('10708', '66000120')",0
"('10708', '66000130')",0
"('10708', '66000140')",0
"('10708', '66000150')",0
"('10708', '66000160')",0
"('10708', '66000170')",0
"('10708', '66000180')",0
"('10708', '66000190')",0
"('10708', '66000200')",0
"('10708', '66000210')",0
"('10708', '66000220')",0
"('10708', '66000230')",0
"('10708', '66000240')",0
"('10708', '66000250')",0
"('10708', '66000260')",0
"('10708', '66000270')",0
"('10708', '66000280')",0
"('10708', '66000290')",0
"('10708', '67000010')",0
"('10708', '67000020')",0
"('10708', '67000030')",0
"('10708', '67000040')",0
"('10708', '67000050')",0
"('10708', '67000060')",0
"('10708', '67000070')",0
"('10708', '67000080')",0
"('10708', '67000090')",0
"('10708', '67000100')",0
"('10708', '67000110')",0
"('10708', '67000120')",0
"('10708', '67000130')",0
"('10708', '67000140')",0
"('10708', '67000150')",0
"('10708', '67000160')",0
"('10708', '67000170')",0
"('10708', '67000180')",0
"('10708', '67000190')",0
"('10708', '67000200')",0
"('10708', '67000210')",0
"('10708', '67000220')",0
"('10708', '67000230')",0
"('10708', '67000240')",0
"('10708', '67000250')",0
"('10708', '67000260')",0
"('10708', '67000270')",0
"('10708', '67000280')",0
"('10708', '67000290')",0
"('10708', '67000300')",0
"('10708', '67000310')",0
"('10708', '67000320')",0
"('10708', '67000330')",0
"('10708', '67000340')",0
"('10708', '67000350')",0
"('10708', '67000360')",0
"('10708', '67000370')",0
"('10708', '64000010')",0
"('10708', '64000020')",0
"('10708', '64000030')",0
"('10708', '64000040')",0
"('10708', '64000051')",0
"('10708', '64000052')",0
"('10708', '64000060')",0
"('10708', '64000070')",0
"('10708', '64000080')",0
"('10708', '64000090')",0
"('10708', '64000100')",0
"('10708', '64000110')",0
"('10708', '64000121')",0
"('10708', '64000122')",0
"('10708', '64000130')",0
"('10708', '64000140')",0
"('10708', '64000150')",0
"('10708', '64000160')",0
"('10708', '64000170')",0
"('10708', '64000180')",0
"('10708', '64000190')",0
"('10708', '64000200')",0
"('10708', '64000210')",0
"('10708', '64000220')",0
"('10708', '64000230')",0
"('10708', '64000240')",0
"('10708', '64000250')",0
"('10708', '64000260')",0
"('10708', '64000270')",0
"('10708', '64000280')",0
"('10708', '64000290')",0
"('10708', '64000300')",0
"('10708', '64000310')",0
"('10708', '64000320')",0
"('10708', '64000330')",0
"('10708', '64000340')",0
"('10708', '64000350')",0
"('10708', '64000360')",0
"('10708', '64000370')",0
"('10708', '64000380')",0
"('10708', '10002010')",0
"('10708', '10002020')",0
"('10708', '10002030')",0
"('10708', '10002040')",0
"('10708', '10002050')",0
"('10708', '10002060')",0
"('10708', '10002070')",0
"('10708', '10002080')",0
"('10708', '10002090')",0
"('10708', '10002100')",0
"('10708', '10002110')",0
"('10708', '10002120')",0
"('10708', '10004010')",0
"('10708', '10004040')",0
"('10708', '10004030')",0
"('10708', '10004020')",0
"('10708', '10004050')",0
"('10708', '10004080')",0
"('10708', '10004060')",0
"('10708', '10004070')",0
"('10708', '10004100')",0
"('10708', '10004090')",0
"('10708', '10004110')",0
"('10708', '10004120')",0
"('10708', '10004130')",0
"('10708', '10005010')",0
"('10708', '10005050')",0
"('10708', '10005020')",0
"('10708', '10005030')",0
"('10708', '10005040')",0
"('10708', '10005060')",0
"('10708', '10005070')",0
"('10708', '10005080')",0
"('10708', '10005090')",0
"('10708', '10005100')",0
"('10708', '10005110')",0
"('10708', '10005120')",0
"('10708', '10005130')",0
"('10708', '10005140')",0
"('10708', '10005150')",0
"('10708', '10005160')",0
"('10708', '10005170')",0
"('10708', '10005180')",0
"('10708', '10007010')",0
"('10708', '10007100')",0
"('10708', '10007020')",0
"('10708', '10007030')",0
"('10708', '10007190')",0
"('10708', '10007110')",0
"('10708', '10007120')",0
"('10708', '10007200')",0
"('10708', '10007040')",0
"('10708', '10007050')",0
"('10708', '10007060')",0
"('10708', '10007070')",0
"('10708', '10007080')",0
"('10708', '10007090')",0
"('10708', '10007130')",0
"('10708', '10007140')",0
"('10708', '10007150')",0
"('10708', '10007160')",0
"('10708', '10007170')",0
"('10708', '10007180')",0
"('10708', '10007210')",0
"('10708', '10007220')",0
"('10708', '10007230')",0
"('10708', '10007240')",0
"('10708', '10007250')",0
"('10708', '10007260')",0
"('10708', '10008010')",0
"('10708', '10008020')",0
"('10708', '10008030')",0
"('10708', '10008040')",0
"('10708', '10008050')",0
"('10708', '10008060')",0
"('10708', '10008070')",0
"('10708', '10008080')",0
"('10708', '10008090')",0
"('10708', '10008100')",0
"('10708', '10008110')",0
"('10708', '10008120')",0
"('10708', '10008130')",0
"('10708', '10009010')",0
"('10708', '10009020')",0
"('10708', '10009030')",0
"('10708', '10009040')",0
"('10708', '10009050')",0
"('10708', '10009060')",0
"('10708', '10009070')",0
"('10708', '10009080')",0
"('10708', '10009090')",0
"('10708', '10009100')",0
