TOWNID,oldpeopletotal
"('10711', '66000150')",0
"('10711', '66000160')",0
"('10711', '66000170')",0
"('10711', '66000180')",0
"('10711', '66000190')",0
"('10711', '66000200')",0
"('10711', '66000210')",0
"('10711', '66000220')",0
"('10711', '66000230')",0
"('10711', '66000240')",0
"('10711', '66000250')",0
"('10711', '66000260')",0
"('10711', '66000270')",0
"('10711', '66000280')",0
"('10711', '66000290')",0
"('10711', '67000010')",0
"('10711', '67000020')",0
"('10711', '67000030')",0
"('10711', '67000040')",0
"('10711', '67000050')",0
"('10711', '67000060')",0
"('10711', '67000070')",0
"('10711', '67000080')",0
"('10711', '67000090')",0
"('10711', '67000100')",0
"('10711', '67000110')",0
"('10711', '67000120')",0
"('10711', '67000130')",0
"('10711', '67000140')",0
"('10711', '67000150')",0
"('10711', '67000160')",0
"('10711', '67000170')",0
"('10711', '67000180')",0
"('10711', '67000190')",0
"('10711', '67000200')",0
"('10711', '67000210')",0
"('10711', '67000220')",0
"('10711', '67000230')",0
"('10711', '67000240')",0
"('10711', '67000250')",0
"('10711', '67000260')",0
"('10711', '67000270')",0
"('10711', '67000280')",0
"('10711', '67000290')",0
"('10711', '67000300')",0
"('10711', '67000310')",0
"('10711', '67000320')",0
"('10711', '67000330')",0
"('10711', '67000340')",0
"('10711', '67000350')",0
"('10711', '67000360')",0
"('10711', '67000370')",0
"('10711', '64000010')",0
"('10711', '64000020')",0
"('10711', '64000030')",0
"('10711', '64000040')",0
"('10711', '64000051')",0
"('10711', '64000052')",0
"('10711', '64000060')",0
"('10711', '64000070')",0
"('10711', '64000080')",0
"('10711', '64000090')",0
"('10711', '64000100')",0
"('10711', '64000110')",0
"('10711', '64000121')",0
"('10711', '64000122')",0
"('10711', '64000130')",0
"('10711', '64000140')",0
"('10711', '64000150')",0
"('10711', '64000160')",0
"('10711', '64000170')",0
"('10711', '64000180')",0
"('10711', '64000190')",0
"('10711', '64000200')",0
"('10711', '64000210')",0
"('10711', '64000220')",0
"('10711', '64000230')",0
"('10711', '64000240')",0
"('10711', '64000250')",0
"('10711', '64000260')",0
"('10711', '64000270')",0
"('10711', '64000280')",0
"('10711', '64000290')",0
"('10711', '64000300')",0
"('10711', '64000310')",0
"('10711', '64000320')",0
"('10711', '64000330')",0
"('10711', '64000340')",0
"('10711', '64000350')",0
"('10711', '64000360')",0
"('10711', '64000370')",0
"('10711', '64000380')",0
"('10711', '10002010')",0
"('10711', '10002020')",0
"('10711', '10002030')",0
"('10711', '10002040')",0
"('10711', '10002050')",0
"('10711', '10002060')",0
"('10711', '10002070')",0
"('10711', '10002080')",0
"('10711', '10002090')",0
"('10711', '10002100')",0
"('10711', '10002110')",0
"('10711', '10002120')",0
"('10711', '10004010')",0
"('10711', '10004040')",0
"('10711', '10004030')",0
"('10711', '10004020')",0
"('10711', '10004050')",0
"('10711', '10004080')",0
"('10711', '10004060')",0
"('10711', '10004070')",0
"('10711', '10004100')",0
"('10711', '10004090')",0
"('10711', '10004110')",0
"('10711', '10004120')",0
"('10711', '10004130')",0
"('10711', '10005010')",0
"('10711', '10005050')",0
"('10711', '10005020')",0
"('10711', '10005030')",0
"('10711', '10005040')",0
"('10711', '10005060')",0
"('10711', '10005070')",0
"('10711', '10005080')",0
"('10711', '10005090')",0
"('10711', '10005100')",0
"('10711', '10005110')",0
"('10711', '10005120')",0
"('10711', '10005130')",0
"('10711', '10005140')",0
"('10711', '10005150')",0
"('10711', '10005160')",0
"('10711', '10005170')",0
"('10711', '10005180')",0
"('10711', '10007010')",0
"('10711', '10007100')",0
"('10711', '10007020')",0
"('10711', '10007030')",0
"('10711', '10007190')",0
"('10711', '10007110')",0
"('10711', '10007120')",0
"('10711', '10007200')",0
"('10711', '10007040')",0
"('10711', '10007050')",0
"('10711', '10007060')",0
"('10711', '10007070')",0
"('10711', '10007080')",0
"('10711', '10007090')",0
"('10711', '10007130')",0
"('10711', '10007140')",0
"('10711', '10007150')",0
"('10711', '10007160')",0
"('10711', '10007170')",0
"('10711', '10007180')",0
"('10711', '10007210')",0
"('10711', '10007220')",0
"('10711', '10007230')",0
"('10711', '10007240')",0
"('10711', '10007250')",0
"('10711', '10007260')",0
"('10711', '10008010')",0
"('10711', '10008020')",0
"('10711', '10008030')",0
"('10711', '10008040')",0
"('10711', '10008050')",0
"('10711', '10008060')",0
"('10711', '10008070')",0
"('10711', '10008080')",0
"('10711', '10008090')",0
"('10711', '10008100')",0
"('10711', '10008110')",0
"('10711', '10008120')",0
"('10711', '10008130')",0
"('10711', '10009010')",0
"('10711', '10009020')",0
"('10711', '10009030')",0
"('10711', '10009040')",0
"('10711', '10009050')",0
"('10711', '10009060')",0
"('10711', '10009070')",0
"('10711', '10009080')",0
"('10711', '10009090')",0
"('10711', '10009100')",0
"('10711', '10009110')",0
"('10711', '10009120')",0
"('10711', '10009130')",0
"('10711', '10009140')",0
"('10711', '10009150')",0
"('10711', '10009160')",0
"('10711', '10009170')",0
"('10711', '10009180')",0
"('10711', '10009190')",0
"('10711', '10009200')",0
"('10711', '10010010')",0
"('10711', '10010020')",0
"('10711', '10010030')",0
"('10711', '10010040')",0
"('10711', '10010050')",0
"('10711', '10010060')",0
"('10711', '10010070')",0
"('10711', '10010080')",0
"('10711', '10010090')",0
"('10711', '10010100')",0
"('10711', '10010110')",0
"('10711', '10010120')",0
"('10711', '10010130')",0
"('10711', '10010140')",0
"('10711', '10010150')",0
"('10711', '10010160')",0
"('10711', '10010170')",0
"('10711', '10010180')",0
"('10711', '10013010')",0
"('10711', '10013020')",0
"('10711', '10013030')",0
"('10711', '10013040')",0
"('10711', '10013050')",0
"('10711', '10013060')",0
"('10711', '10013070')",0
"('10711', '10013080')",0
"('10711', '10013090')",0
"('10711', '10013100')",0
"('10711', '10013110')",0
"('10711', '10013120')",0
"('10711', '10013130')",0
"('10711', '10013140')",0
"('10711', '10013150')",0
"('10711', '10013160')",0
"('10711', '10013170')",0
"('10711', '10013180')",0
"('10711', '10013190')",0
"('10711', '10013200')",0
"('10711', '10013210')",0
"('10711', '10013220')",0
"('10711', '10013230')",0
"('10711', '10013240')",0
"('10711', '10013250')",0
"('10711', '10013260')",0
"('10711', '10013270')",0
"('10711', '10013280')",0
"('10711', '10013290')",0
"('10711', '10013300')",0
"('10711', '10013310')",0
"('10711', '10013320')",0
"('10711', '10013330')",0
"('10711', '10014010')",0
"('10711', '10014020')",0
"('10711', '10014030')",0
"('10711', '10014040')",0
"('10711', '10014100')",0
"('10711', '10014090')",0
"('10711', '10014070')",0
"('10711', '10014080')",0
"('10711', '10014050')",0
"('10711', '10014060')",0
"('10711', '10014110')",0
"('10711', '10014130')",0
"('10711', '10014120')",0
"('10711', '10014150')",0
"('10711', '10014140')",0
"('10711', '10014160')",0
"('10711', '10015010')",0
"('10711', '10015020')",0
"('10711', '10015030')",0
"('10711', '10015040')",0
"('10711', '10015050')",0
"('10711', '10015060')",0
"('10711', '10015070')",0
"('10711', '10015080')",0
"('10711', '10015090')",0
"('10711', '10015100')",0
"('10711', '10015110')",0
"('10711', '10015120')",0
"('10711', '10015130')",0
"('10711', '10016010')",0
"('10711', '10016020')",0
"('10711', '10016030')",0
"('10711', '10016040')",0
"('10711', '10016050')",0
"('10711', '10016060')",0
"('10711', '10017010')",0
"('10711', '10017020')",0
"('10711', '10017030')",0
"('10711', '10017040')",0
"('10711', '10017050')",0
"('10711', '10017060')",0
"('10711', '10017070')",0
"('10711', '10018010')",0
"('10711', '10018020')",0
"('10711', '10018030')",0
"('10711', '10020010')",0
"('10711', '10020020')",0
"('10711', '09020010')",0
"('10711', '09020030')",0
"('10711', '09020020')",0
"('10711', '09020040')",0
"('10711', '09020050')",0
"('10711', '09020060')",0
"('10711', '09007010')",0
"('10711', '09007020')",0
"('10711', '09007030')",0
"('10711', '09007040')",0
"('10712', '65000010')",0
"('10712', '65000020')",0
"('10712', '65000030')",0
"('10712', '65000040')",0
"('10712', '65000050')",0
"('10712', '65000060')",0
"('10712', '65000070')",0
"('10712', '65000080')",0
"('10712', '65000090')",0
"('10712', '65000100')",0
"('10712', '65000110')",0
"('10712', '65000120')",0
"('10712', '65000130')",0
"('10712', '65000140')",0
"('10712', '65000150')",0
"('10712', '65000160')",0
"('10712', '65000170')",0
"('10712', '65000180')",0
"('10712', '65000190')",0
"('10712', '65000200')",0
"('10712', '65000210')",0
"('10712', '65000220')",0
"('10712', '65000230')",0
"('10712', '65000240')",0
"('10712', '65000250')",0
"('10712', '65000260')",0
"('10712', '65000270')",0
"('10712', '65000280')",0
"('10712', '65000290')",0
"('10712', '63000010')",0
"('10712', '63000020')",0
"('10712', '63000030')",0
"('10712', '63000040')",0
"('10712', '63000050')",0
"('10712', '63000060')",0
"('10712', '63000070')",0
"('10712', '63000080')",0
"('10712', '63000090')",0
"('10712', '63000100')",0
"('10712', '63000110')",0
"('10712', '63000120')",0
"('10712', '68000010')",0
"('10712', '68000020')",0
"('10712', '68000030')",0
"('10712', '68000040')",0
"('10712', '68000050')",0
"('10712', '68000060')",0
"('10712', '68000070')",0
"('10712', '68000080')",0
"('10712', '68000090')",0
"('10712', '68000100')",0
"('10712', '68000110')",0
"('10712', '68000120')",0
"('10712', '68000130')",0
"('10712', '66000010')",0
"('10712', '66000020')",0
"('10712', '66000030')",0
"('10712', '66000040')",0
"('10712', '66000050')",0
"('10712', '66000060')",0
"('10712', '66000070')",0
"('10712', '66000080')",0
"('10712', '66000090')",0
"('10712', '66000100')",0
"('10712', '66000110')",0
"('10712', '66000120')",0
"('10712', '66000130')",0
"('10712', '66000140')",0
"('10712', '66000150')",0
"('10712', '66000160')",0
"('10712', '66000170')",0
"('10712', '66000180')",0
"('10712', '66000190')",0
"('10712', '66000200')",0
"('10712', '66000210')",0
"('10712', '66000220')",0
"('10712', '66000230')",0
"('10712', '66000240')",0
"('10712', '66000250')",0
"('10712', '66000260')",0
"('10712', '66000270')",0
"('10712', '66000280')",0
"('10712', '66000290')",0
"('10712', '67000010')",0
"('10712', '67000020')",0
"('10712', '67000030')",0
"('10712', '67000040')",0
"('10712', '67000050')",0
"('10712', '67000060')",0
"('10712', '67000070')",0
"('10712', '67000080')",0
"('10712', '67000090')",0
"('10712', '67000100')",0
"('10712', '67000110')",0
"('10712', '67000120')",0
"('10712', '67000130')",0
"('10712', '67000140')",0
"('10712', '67000150')",0
"('10712', '67000160')",0
"('10712', '67000170')",0
"('10712', '67000180')",0
"('10712', '67000190')",0
"('10712', '67000200')",0
"('10712', '67000210')",0
"('10712', '67000220')",0
"('10712', '67000230')",0
"('10712', '67000240')",0
"('10712', '67000250')",0
"('10712', '67000260')",0
"('10712', '67000270')",0
"('10712', '67000280')",0
"('10712', '67000290')",0
"('10712', '67000300')",0
"('10712', '67000310')",0
"('10712', '67000320')",0
"('10712', '67000330')",0
"('10712', '67000340')",0
"('10712', '67000350')",0
"('10712', '67000360')",0
"('10712', '67000370')",0
"('10712', '64000010')",0
"('10712', '64000020')",0
"('10712', '64000030')",0
"('10712', '64000040')",0
"('10712', '64000051')",0
"('10712', '64000052')",0
"('10712', '64000060')",0
"('10712', '64000070')",0
"('10712', '64000080')",0
"('10712', '64000090')",0
"('10712', '64000100')",0
"('10712', '64000110')",0
"('10712', '64000121')",0
"('10712', '64000122')",0
"('10712', '64000130')",0
"('10712', '64000140')",0
"('10712', '64000150')",0
"('10712', '64000160')",0
"('10712', '64000170')",0
"('10712', '64000180')",0
"('10712', '64000190')",0
"('10712', '64000200')",0
"('10712', '64000210')",0
"('10712', '64000220')",0
"('10712', '64000230')",0
"('10712', '64000240')",0
"('10712', '64000250')",0
"('10712', '64000260')",0
"('10712', '64000270')",0
"('10712', '64000280')",0
"('10712', '64000290')",0
"('10712', '64000300')",0
"('10712', '64000310')",0
"('10712', '64000320')",0
"('10712', '64000330')",0
"('10712', '64000340')",0
"('10712', '64000350')",0
"('10712', '64000360')",0
"('10712', '64000370')",0
"('10712', '64000380')",0
"('10712', '10002010')",0
"('10712', '10002020')",0
"('10712', '10002030')",0
"('10712', '10002040')",0
"('10712', '10002050')",0
"('10712', '10002060')",0
"('10712', '10002070')",0
"('10712', '10002080')",0
"('10712', '10002090')",0
"('10712', '10002100')",0
"('10712', '10002110')",0
"('10712', '10002120')",0
"('10712', '10004010')",0
"('10712', '10004040')",0
"('10712', '10004030')",0
"('10712', '10004020')",0
"('10712', '10004050')",0
"('10712', '10004080')",0
"('10712', '10004060')",0
"('10712', '10004070')",0
"('10712', '10004100')",0
"('10712', '10004090')",0
"('10712', '10004110')",0
"('10712', '10004120')",0
"('10712', '10004130')",0
"('10712', '10005010')",0
"('10712', '10005050')",0
"('10712', '10005020')",0
"('10712', '10005030')",0
"('10712', '10005040')",0
"('10712', '10005060')",0
"('10712', '10005070')",0
"('10712', '10005080')",0
"('10712', '10005090')",0
"('10712', '10005100')",0
"('10712', '10005110')",0
"('10712', '10005120')",0
"('10712', '10005130')",0
"('10712', '10005140')",0
"('10712', '10005150')",0
"('10712', '10005160')",0
"('10712', '10005170')",0
"('10712', '10005180')",0
"('10712', '10007010')",0
"('10712', '10007100')",0
"('10712', '10007020')",0
"('10712', '10007030')",0
"('10712', '10007190')",0
"('10712', '10007110')",0
"('10712', '10007120')",0
"('10712', '10007200')",0
"('10712', '10007040')",0
"('10712', '10007050')",0
"('10712', '10007060')",0
"('10712', '10007070')",0
"('10712', '10007080')",0
"('10712', '10007090')",0
"('10712', '10007130')",0
"('10712', '10007140')",0
"('10712', '10007150')",0
"('10712', '10007160')",0
"('10712', '10007170')",0
"('10712', '10007180')",0
"('10712', '10007210')",0
"('10712', '10007220')",0
"('10712', '10007230')",0
"('10712', '10007240')",0
"('10712', '10007250')",0
"('10712', '10007260')",0
"('10712', '10008010')",0
"('10712', '10008020')",0
"('10712', '10008030')",0
"('10712', '10008040')",0
"('10712', '10008050')",0
"('10712', '10008060')",0
"('10712', '10008070')",0
"('10712', '10008080')",0
"('10712', '10008090')",0
"('10712', '10008100')",0
"('10712', '10008110')",0
"('10712', '10008120')",0
"('10712', '10008130')",0
"('10712', '10009010')",0
"('10712', '10009020')",0
"('10712', '10009030')",0
"('10712', '10009040')",0
"('10712', '10009050')",0
"('10712', '10009060')",0
"('10712', '10009070')",0
"('10712', '10009080')",0
"('10712', '10009090')",0
"('10712', '10009100')",0
"('10712', '10009110')",0
"('10712', '10009120')",0
"('10712', '10009130')",0
"('10712', '10009140')",0
"('10712', '10009150')",0
"('10712', '10009160')",0
"('10712', '10009170')",0
"('10712', '10009180')",0
"('10712', '10009190')",0
"('10712', '10009200')",0
"('10712', '10010010')",0
"('10712', '10010020')",0
"('10712', '10010030')",0
"('10712', '10010040')",0
"('10712', '10010050')",0
"('10712', '10010060')",0
"('10712', '10010070')",0
"('10712', '10010080')",0
"('10712', '10010090')",0
"('10712', '10010100')",0
"('10712', '10010110')",0
"('10712', '10010120')",0
"('10712', '10010130')",0
"('10712', '10010140')",0
"('10712', '10010150')",0
"('10712', '10010160')",0
"('10712', '10010170')",0
"('10712', '10010180')",0
"('10712', '10013010')",0
"('10712', '10013020')",0
"('10712', '10013030')",0
"('10712', '10013040')",0
"('10712', '10013050')",0
"('10712', '10013060')",0
"('10712', '10013070')",0
"('10712', '10013080')",0
"('10712', '10013090')",0
"('10712', '10013100')",0
"('10712', '10013110')",0
"('10712', '10013120')",0
"('10712', '10013130')",0
"('10712', '10013140')",0
"('10712', '10013150')",0
"('10712', '10013160')",0
"('10712', '10013170')",0
"('10712', '10013180')",0
"('10712', '10013190')",0
"('10712', '10013200')",0
"('10712', '10013210')",0
"('10712', '10013220')",0
"('10712', '10013230')",0
"('10712', '10013240')",0
"('10712', '10013250')",0
"('10712', '10013260')",0
"('10712', '10013270')",0
"('10712', '10013280')",0
"('10712', '10013290')",0
"('10712', '10013300')",0
"('10712', '10013310')",0
"('10712', '10013320')",0
"('10712', '10013330')",0
"('10712', '10014010')",0
"('10712', '10014020')",0
"('10712', '10014030')",0
"('10712', '10014040')",0
"('10712', '10014100')",0
"('10712', '10014090')",0
"('10712', '10014070')",0
"('10712', '10014080')",0
"('10712', '10014050')",0
"('10712', '10014060')",0
"('10712', '10014110')",0
"('10712', '10014130')",0
"('10712', '10014120')",0
"('10712', '10014150')",0
"('10712', '10014140')",0
"('10712', '10014160')",0
"('10712', '10015010')",0
"('10712', '10015020')",0
"('10712', '10015030')",0
"('10712', '10015040')",0
"('10712', '10015050')",0
"('10712', '10015060')",0
"('10712', '10015070')",0
"('10712', '10015080')",0
"('10712', '10015090')",0
"('10712', '10015100')",0
"('10712', '10015110')",0
"('10712', '10015120')",0
"('10712', '10015130')",0
"('10712', '10016010')",0
"('10712', '10016020')",0
"('10712', '10016030')",0
"('10712', '10016040')",0
"('10712', '10016050')",0
"('10712', '10016060')",0
"('10712', '10017010')",0
"('10712', '10017020')",0
"('10712', '10017030')",0
"('10712', '10017040')",0
"('10712', '10017050')",0
"('10712', '10017060')",0
"('10712', '10017070')",0
"('10712', '10018010')",0
"('10712', '10018020')",0
"('10712', '10018030')",0
"('10712', '10020010')",0
"('10712', '10020020')",0
"('10712', '09020010')",0
"('10712', '09020030')",0
"('10712', '09020020')",0
"('10712', '09020040')",0
"('10712', '09020050')",0
"('10712', '09020060')",0
"('10712', '09007010')",0
"('10712', '09007020')",0
"('10712', '09007030')",0
"('10712', '09007040')",0
"('10801', '65000010')",0
"('10801', '65000020')",0
"('10801', '65000030')",0
"('10801', '65000040')",0
"('10801', '65000050')",0
"('10801', '65000060')",0
"('10801', '65000070')",0
"('10801', '65000080')",0
"('10801', '65000090')",0
"('10801', '65000100')",0
"('10801', '65000110')",0
"('10801', '65000120')",0
"('10801', '65000130')",0
"('10801', '65000140')",0
"('10801', '65000150')",0
"('10801', '65000160')",0
"('10801', '65000170')",0
"('10801', '65000180')",0
"('10801', '65000190')",0
"('10801', '65000200')",0
"('10801', '65000210')",0
"('10801', '65000220')",0
"('10801', '65000230')",0
"('10801', '65000240')",0
"('10801', '65000250')",0
"('10801', '65000260')",0
"('10801', '65000270')",0
"('10801', '65000280')",0
"('10801', '65000290')",0
"('10801', '63000010')",0
"('10801', '63000020')",0
"('10801', '63000030')",0
"('10801', '63000040')",0
"('10801', '63000050')",0
"('10801', '63000060')",0
"('10801', '63000070')",0
"('10801', '63000080')",0
"('10801', '63000090')",0
"('10801', '63000100')",0
"('10801', '63000110')",0
"('10801', '63000120')",0
"('10801', '68000010')",0
"('10801', '68000020')",0
"('10801', '68000030')",0
"('10801', '68000040')",0
"('10801', '68000050')",0
"('10801', '68000060')",0
"('10801', '68000070')",0
"('10801', '68000080')",0
"('10801', '68000090')",0
"('10801', '68000100')",0
"('10801', '68000110')",0
"('10801', '68000120')",0
"('10801', '68000130')",0
"('10801', '66000010')",0
"('10801', '66000020')",0
"('10801', '66000030')",0
"('10801', '66000040')",0
"('10801', '66000050')",0
"('10801', '66000060')",0
"('10801', '66000070')",0
"('10801', '66000080')",0
"('10801', '66000090')",0
"('10801', '66000100')",0
"('10801', '66000110')",0
"('10801', '66000120')",0
"('10801', '66000130')",0
"('10801', '66000140')",0
"('10801', '66000150')",0
"('10801', '66000160')",0
"('10801', '66000170')",0
"('10801', '66000180')",0
"('10801', '66000190')",0
"('10801', '66000200')",0
"('10801', '66000210')",0
"('10801', '66000220')",0
"('10801', '66000230')",0
"('10801', '66000240')",0
"('10801', '66000250')",0
"('10801', '66000260')",0
"('10801', '66000270')",0
"('10801', '66000280')",0
"('10801', '66000290')",0
"('10801', '67000010')",0
"('10801', '67000020')",0
"('10801', '67000030')",0
"('10801', '67000040')",0
"('10801', '67000050')",0
"('10801', '67000060')",0
"('10801', '67000070')",0
"('10801', '67000080')",0
"('10801', '67000090')",0
"('10801', '67000100')",0
"('10801', '67000110')",0
"('10801', '67000120')",0
"('10801', '67000130')",0
"('10801', '67000140')",0
"('10801', '67000150')",0
"('10801', '67000160')",0
"('10801', '67000170')",0
"('10801', '67000180')",0
"('10801', '67000190')",0
"('10801', '67000200')",0
"('10801', '67000210')",0
"('10801', '67000220')",0
"('10801', '67000230')",0
"('10801', '67000240')",0
"('10801', '67000250')",0
"('10801', '67000260')",0
"('10801', '67000270')",0
"('10801', '67000280')",0
"('10801', '67000290')",0
"('10801', '67000300')",0
"('10801', '67000310')",0
"('10801', '67000320')",0
"('10801', '67000330')",0
"('10801', '67000340')",0
"('10801', '67000350')",0
"('10801', '67000360')",0
"('10801', '67000370')",0
"('10801', '64000010')",0
"('10801', '64000020')",0
"('10801', '64000030')",0
"('10801', '64000040')",0
"('10801', '64000051')",0
"('10801', '64000052')",0
"('10801', '64000060')",0
"('10801', '64000070')",0
"('10801', '64000080')",0
"('10801', '64000090')",0
"('10801', '64000100')",0
"('10801', '64000110')",0
"('10801', '64000121')",0
"('10801', '64000122')",0
"('10801', '64000130')",0
"('10801', '64000140')",0
"('10801', '64000150')",0
"('10801', '64000160')",0
"('10801', '64000170')",0
"('10801', '64000180')",0
"('10801', '64000190')",0
"('10801', '64000200')",0
"('10801', '64000210')",0
"('10801', '64000220')",0
"('10801', '64000230')",0
"('10801', '64000240')",0
"('10801', '64000250')",0
"('10801', '64000260')",0
"('10801', '64000270')",0
"('10801', '64000280')",0
"('10801', '64000290')",0
"('10801', '64000300')",0
"('10801', '64000310')",0
"('10801', '64000320')",0
"('10801', '64000330')",0
"('10801', '64000340')",0
"('10801', '64000350')",0
"('10801', '64000360')",0
"('10801', '64000370')",0
"('10801', '64000380')",0
"('10801', '10002010')",0
"('10801', '10002020')",0
"('10801', '10002030')",0
"('10801', '10002040')",0
"('10801', '10002050')",0
"('10801', '10002060')",0
"('10801', '10002070')",0
"('10801', '10002080')",0
"('10801', '10002090')",0
"('10801', '10002100')",0
"('10801', '10002110')",0
"('10801', '10002120')",0
"('10801', '10004010')",0
"('10801', '10004040')",0
"('10801', '10004030')",0
"('10801', '10004020')",0
"('10801', '10004050')",0
"('10801', '10004080')",0
"('10801', '10004060')",0
"('10801', '10004070')",0
"('10801', '10004100')",0
"('10801', '10004090')",0
"('10801', '10004110')",0
"('10801', '10004120')",0
"('10801', '10004130')",0
"('10801', '10005010')",0
"('10801', '10005050')",0
"('10801', '10005020')",0
"('10801', '10005030')",0
"('10801', '10005040')",0
"('10801', '10005060')",0
"('10801', '10005070')",0
"('10801', '10005080')",0
"('10801', '10005090')",0
"('10801', '10005100')",0
"('10801', '10005110')",0
"('10801', '10005120')",0
"('10801', '10005130')",0
"('10801', '10005140')",0
"('10801', '10005150')",0
"('10801', '10005160')",0
"('10801', '10005170')",0
"('10801', '10005180')",0
"('10801', '10007010')",0
"('10801', '10007100')",0
"('10801', '10007020')",0
"('10801', '10007030')",0
"('10801', '10007190')",0
"('10801', '10007110')",0
"('10801', '10007120')",0
"('10801', '10007200')",0
"('10801', '10007040')",0
"('10801', '10007050')",0
"('10801', '10007060')",0
"('10801', '10007070')",0
"('10801', '10007080')",0
"('10801', '10007090')",0
"('10801', '10007130')",0
"('10801', '10007140')",0
"('10801', '10007150')",0
"('10801', '10007160')",0
"('10801', '10007170')",0
"('10801', '10007180')",0
"('10801', '10007210')",0
"('10801', '10007220')",0
"('10801', '10007230')",0
"('10801', '10007240')",0
"('10801', '10007250')",0
"('10801', '10007260')",0
"('10801', '10008010')",0
"('10801', '10008020')",0
"('10801', '10008030')",0
"('10801', '10008040')",0
"('10801', '10008050')",0
"('10801', '10008060')",0
"('10801', '10008070')",0
"('10801', '10008080')",0
"('10801', '10008090')",0
"('10801', '10008100')",0
"('10801', '10008110')",0
"('10801', '10008120')",0
"('10801', '10008130')",0
"('10801', '10009010')",0
"('10801', '10009020')",0
"('10801', '10009030')",0
"('10801', '10009040')",0
"('10801', '10009050')",0
"('10801', '10009060')",0
"('10801', '10009070')",0
"('10801', '10009080')",0
"('10801', '10009090')",0
"('10801', '10009100')",0
"('10801', '10009110')",0
"('10801', '10009120')",0
"('10801', '10009130')",0
"('10801', '10009140')",0
"('10801', '10009150')",0
"('10801', '10009160')",0
"('10801', '10009170')",0
"('10801', '10009180')",0
"('10801', '10009190')",0
"('10801', '10009200')",0
"('10801', '10010010')",0
"('10801', '10010020')",0
"('10801', '10010030')",0
"('10801', '10010040')",0
"('10801', '10010050')",0
"('10801', '10010060')",0
"('10801', '10010070')",0
"('10801', '10010080')",0
"('10801', '10010090')",0
"('10801', '10010100')",0
"('10801', '10010110')",0
"('10801', '10010120')",0
"('10801', '10010130')",0
"('10801', '10010140')",0
"('10801', '10010150')",0
"('10801', '10010160')",0
"('10801', '10010170')",0
"('10801', '10010180')",0
"('10801', '10013010')",0
"('10801', '10013020')",0
"('10801', '10013030')",0
"('10801', '10013040')",0
"('10801', '10013050')",0
"('10801', '10013060')",0
"('10801', '10013070')",0
"('10801', '10013080')",0
"('10801', '10013090')",0
"('10801', '10013100')",0
"('10801', '10013110')",0
"('10801', '10013120')",0
"('10801', '10013130')",0
"('10801', '10013140')",0
"('10801', '10013150')",0
"('10801', '10013160')",0
"('10801', '10013170')",0
"('10801', '10013180')",0
"('10801', '10013190')",0
"('10801', '10013200')",0
"('10801', '10013210')",0
"('10801', '10013220')",0
"('10801', '10013230')",0
"('10801', '10013240')",0
"('10801', '10013250')",0
"('10801', '10013260')",0
"('10801', '10013270')",0
"('10801', '10013280')",0
"('10801', '10013290')",0
"('10801', '10013300')",0
"('10801', '10013310')",0
"('10801', '10013320')",0
"('10801', '10013330')",0
"('10801', '10014010')",0
"('10801', '10014020')",0
"('10801', '10014030')",0
"('10801', '10014040')",0
"('10801', '10014100')",0
"('10801', '10014090')",0
"('10801', '10014070')",0
"('10801', '10014080')",0
"('10801', '10014050')",0
"('10801', '10014060')",0
"('10801', '10014110')",0
"('10801', '10014130')",0
"('10801', '10014120')",0
"('10801', '10014150')",0
"('10801', '10014140')",0
"('10801', '10014160')",0
"('10801', '10015010')",0
"('10801', '10015020')",0
"('10801', '10015030')",0
"('10801', '10015040')",0
"('10801', '10015050')",0
"('10801', '10015060')",0
"('10801', '10015070')",0
"('10801', '10015080')",0
"('10801', '10015090')",0
"('10801', '10015100')",0
"('10801', '10015110')",0
"('10801', '10015120')",0
"('10801', '10015130')",0
"('10801', '10016010')",0
"('10801', '10016020')",0
"('10801', '10016030')",0
"('10801', '10016040')",0
"('10801', '10016050')",0
"('10801', '10016060')",0
"('10801', '10017010')",0
"('10801', '10017020')",0
"('10801', '10017030')",0
"('10801', '10017040')",0
"('10801', '10017050')",0
"('10801', '10017060')",0
"('10801', '10017070')",0
"('10801', '10018010')",0
"('10801', '10018020')",0
"('10801', '10018030')",0
"('10801', '10020010')",0
"('10801', '10020020')",0
"('10801', '09020010')",0
"('10801', '09020030')",0
"('10801', '09020020')",0
"('10801', '09020040')",0
"('10801', '09020050')",0
"('10801', '09020060')",0
"('10801', '09007010')",0
"('10801', '09007020')",0
"('10801', '09007030')",0
"('10801', '09007040')",0
"('10802', '65000010')",0
"('10802', '65000020')",0
"('10802', '65000030')",0
"('10802', '65000040')",0
"('10802', '65000050')",0
"('10802', '65000060')",0
"('10802', '65000070')",0
"('10802', '65000080')",0
"('10802', '65000090')",0
"('10802', '65000100')",0
"('10802', '65000110')",0
"('10802', '65000120')",0
"('10802', '65000130')",0
"('10802', '65000140')",0
"('10802', '65000150')",0
"('10802', '65000160')",0
"('10802', '65000170')",0
"('10802', '65000180')",0
"('10802', '65000190')",0
"('10802', '65000200')",0
"('10802', '65000210')",0
"('10802', '65000220')",0
"('10802', '65000230')",0
"('10802', '65000240')",0
"('10802', '65000250')",0
"('10802', '65000260')",0
"('10802', '65000270')",0
"('10802', '65000280')",0
"('10802', '65000290')",0
"('10802', '63000010')",0
"('10802', '63000020')",0
"('10802', '63000030')",0
"('10802', '63000040')",0
